         rBB           TC       retneg
  0.01795073   0.05544000  39.67247138 
  0.01797075   0.05536000  39.71670692 
  0.01799076   0.05528000  39.76094246 
  0.01801078   0.05512000  39.80517799 
  0.01803079   0.05504000  39.84941353 
  0.01805081   0.05496000  39.89364907 
  0.01807082   0.05480000  39.93788461 
  0.01809084   0.05472000  39.98212014 
  0.01811085   0.05464000  40.02635568 
  0.01813087   0.05448000  40.07059122 
  0.01815089   0.05440000  40.11482676 
  0.01817090   0.05432000  40.15906229 
  0.01819092   0.05424000  40.20329783 
  0.01821093   0.05408000  40.24753337 
  0.01823095   0.05400000  40.29176890 
  0.01825096   0.05392000  40.33600444 
  0.01827098   0.05376000  40.38023998 
  0.01829099   0.05368000  40.42447552 
  0.01831101   0.05360000  40.46871105 
  0.01833102   0.05352000  40.51294659 
  0.01835104   0.05336000  40.55718213 
  0.01837105   0.05328000  40.60141766 
  0.01839107   0.05320000  40.64565320 
  0.01841109   0.05304000  40.68988874 
  0.01843110   0.05296000  40.73412428 
  0.01845112   0.05288000  40.77835981 
  0.01847113   0.05280000  40.82259535 
  0.01849115   0.05264000  40.86683089 
  0.01851116   0.05256000  40.91106642 
  0.01853118   0.05248000  40.95530196 
  0.01855119   0.05240000  40.99953750 
  0.01857121   0.05232000  41.04377304 
  0.01859122   0.05216000  41.08800857 
  0.01861124   0.05208000  41.13224411 
  0.01863125   0.05200000  41.17647965 
  0.01865127   0.05192000  41.22071518 
  0.01867129   0.05176000  41.26495072 
  0.01869130   0.05168000  41.30918626 
  0.01871132   0.05160000  41.35342180 
  0.01873133   0.05152000  41.39765733 
  0.01875135   0.05144000  41.44189287 
  0.01877136   0.05128000  41.48612841 
  0.01879138   0.05120000  41.53036394 
  0.01881139   0.05112000  41.57459948 
  0.01883141   0.05104000  41.61883502 
  0.01885142   0.05096000  41.66307056 
  0.01887144   0.05080000  41.70730609 
  0.01889145   0.05072000  41.75154163 
  0.01891147   0.05064000  41.79577717 
  0.01893149   0.05056000  41.84001271 
  0.01895150   0.05048000  41.88424824 
  0.01897152   0.05040000  41.92848378 
  0.01899153   0.05024000  41.97271932 
  0.01901155   0.05016000  42.01695485 
  0.01903156   0.05008000  42.06119039 
  0.01905158   0.05000000  42.10542593 
  0.01907159   0.04992000  42.14966147 
  0.01909161   0.04984000  42.19389700 
  0.01911162   0.04976000  42.23813254 
  0.01913164   0.04960000  42.28236808 
  0.01915166   0.04952000  42.32660361 
  0.01917167   0.04944000  42.37083915 
  0.01919169   0.04936000  42.41507469 
  0.01921170   0.04928000  42.45931023 
  0.01923172   0.04920000  42.50354576 
  0.01925173   0.04912000  42.54778130 
  0.01927175   0.04904000  42.59201684 
  0.01929176   0.04888000  42.63625237 
  0.01931178   0.04880000  42.68048791 
  0.01933179   0.04872000  42.72472345 
  0.01935181   0.04864000  42.76895899 
  0.01937182   0.04856000  42.81319452 
  0.01939184   0.04848000  42.85743006 
  0.01941186   0.04840000  42.90166560 
  0.01943187   0.04832000  42.94590113 
  0.01945189   0.04824000  42.99013667 
  0.01947190   0.04816000  43.03437221 
  0.01949192   0.04808000  43.07860775 
  0.01951193   0.04792000  43.12284328 
  0.01953195   0.04784000  43.16707882 
  0.01955196   0.04776000  43.21131436 
  0.01957198   0.04768000  43.25554989 
  0.01959199   0.04760000  43.29978543 
  0.01961201   0.04752000  43.34402097 
  0.01963202   0.04744000  43.38825651 
  0.01965204   0.04736000  43.43249204 
  0.01967206   0.04728000  43.47672758 
  0.01969207   0.04720000  43.52096312 
  0.01971209   0.04712000  43.56519866 
  0.01973210   0.04704000  43.60943419 
  0.01975212   0.04696000  43.65366973 
  0.01977213   0.04688000  43.69790527 
  0.01979215   0.04680000  43.74214080 
  0.01981216   0.04672000  43.78637634 
  0.01983218   0.04664000  43.83061188 
  0.01985219   0.04656000  43.87484742 
  0.01987221   0.04648000  43.91908295 
  0.01989222   0.04640000  43.96331849 
  0.01991224   0.04632000  44.00755403 
  0.01993226   0.04616000  44.05178956 
  0.01995227   0.04608000  44.09602510 
  0.01997229   0.04600000  44.14026064 
  0.01999230   0.04592000  44.18449618 
  0.02001232   0.04584000  44.22873171 
  0.02003233   0.04576000  44.27296725 
  0.02005235   0.04568000  44.31720279 
  0.02007236   0.04560000  44.36143832 
  0.02009238   0.04552000  44.40567386 
  0.02011239   0.04544000  44.44990940 
  0.02013241   0.04544000  44.49414494 
  0.02015242   0.04536000  44.53838047 
  0.02017244   0.04528000  44.58261601 
  0.02019246   0.04520000  44.62685155 
  0.02021247   0.04512000  44.67108708 
  0.02023249   0.04504000  44.71532262 
  0.02025250   0.04496000  44.75955816 
  0.02027252   0.04488000  44.80379370 
  0.02029253   0.04480000  44.84802923 
  0.02031255   0.04472000  44.89226477 
  0.02033256   0.04464000  44.93650031 
  0.02035258   0.04456000  44.98073584 
  0.02037259   0.04448000  45.02497138 
  0.02039261   0.04440000  45.06920692 
  0.02041263   0.04432000  45.11344246 
  0.02043264   0.04424000  45.15767799 
  0.02045266   0.04416000  45.20191353 
  0.02047267   0.04408000  45.24614907 
  0.02049269   0.04400000  45.29038461 
  0.02051270   0.04392000  45.33462014 
  0.02053272   0.04384000  45.37885568 
  0.02055273   0.04376000  45.42309122 
  0.02057275   0.04368000  45.46732675 
  0.02059276   0.04368000  45.51156229 
  0.02061278   0.04360000  45.55579783 
  0.02063279   0.04352000  45.60003337 
  0.02065281   0.04344000  45.64426890 
  0.02067283   0.04336000  45.68850444 
  0.02069284   0.04328000  45.73273998 
  0.02071286   0.04320000  45.77697551 
  0.02073287   0.04312000  45.82121105 
  0.02075289   0.04304000  45.86544659 
  0.02077290   0.04296000  45.90968213 
  0.02079292   0.04288000  45.95391766 
  0.02081293   0.04288000  45.99815320 
  0.02083295   0.04280000  46.04238874 
  0.02085296   0.04272000  46.08662427 
  0.02087298   0.04264000  46.13085981 
  0.02089299   0.04256000  46.17509535 
  0.02091301   0.04248000  46.21933089 
  0.02093303   0.04240000  46.26356642 
  0.02095304   0.04232000  46.30780196 
  0.02097306   0.04224000  46.35203750 
  0.02099307   0.04224000  46.39627303 
  0.02101309   0.04216000  46.44050857 
  0.02103310   0.04208000  46.48474411 
  0.02105312   0.04200000  46.52897965 
  0.02107313   0.04192000  46.57321518 
  0.02109315   0.04184000  46.61745072 
  0.02111316   0.04176000  46.66168626 
  0.02113318   0.04176000  46.70592179 
  0.02115319   0.04168000  46.75015733 
  0.02117321   0.04160000  46.79439287 
  0.02119323   0.04152000  46.83862841 
  0.02121324   0.04144000  46.88286394 
  0.02123326   0.04136000  46.92709948 
  0.02125327   0.04128000  46.97133502 
  0.02127329   0.04128000  47.01557056 
  0.02129330   0.04120000  47.05980609 
  0.02131332   0.04112000  47.10404163 
  0.02133333   0.04104000  47.14827717 
  0.02135335   0.04096000  47.19251270 
  0.02137336   0.04088000  47.23674824 
  0.02139338   0.04088000  47.28098378 
  0.02141339   0.04080000  47.32521932 
  0.02143341   0.04072000  47.36945485 
  0.02145343   0.04064000  47.41369039 
  0.02147344   0.04056000  47.45792593 
  0.02149346   0.04048000  47.50216146 
  0.02151347   0.04048000  47.54639700 
  0.02153349   0.04040000  47.59063254 
  0.02155350   0.04032000  47.63486808 
  0.02157352   0.04024000  47.67910361 
  0.02159353   0.04016000  47.72333915 
  0.02161355   0.04016000  47.76757469 
  0.02163356   0.04008000  47.81181022 
  0.02165358   0.04000000  47.85604576 
  0.02167360   0.03992000  47.90028130 
  0.02169361   0.03984000  47.94451684 
  0.02171363   0.03984000  47.98875237 
  0.02173364   0.03976000  48.03298791 
  0.02175366   0.03968000  48.07722345 
  0.02177367   0.03960000  48.12145898 
  0.02179369   0.03960000  48.16569452 
  0.02181370   0.03952000  48.20993006 
  0.02183372   0.03944000  48.25416560 
  0.02185373   0.03936000  48.29840113 
  0.02187375   0.03928000  48.34263667 
  0.02189376   0.03928000  48.38687221 
  0.02191378   0.03920000  48.43110775 
  0.02193380   0.03912000  48.47534328 
  0.02195381   0.03904000  48.51957882 
  0.02197383   0.03904000  48.56381436 
  0.02199384   0.03896000  48.60804989 
  0.02201386   0.03888000  48.65228543 
  0.02203387   0.03880000  48.69652097 
  0.02205389   0.03880000  48.74075651 
  0.02207390   0.03872000  48.78499204 
  0.02209392   0.03864000  48.82922758 
  0.02211393   0.03856000  48.87346312 
  0.02213395   0.03848000  48.91769865 
  0.02215396   0.03848000  48.96193419 
  0.02217398   0.03840000  49.00616973 
  0.02219400   0.03832000  49.05040527 
  0.02221401   0.03832000  49.09464080 
  0.02223403   0.03824000  49.13887634 
  0.02225404   0.03816000  49.18311188 
  0.02227406   0.03808000  49.22734741 
  0.02229407   0.03808000  49.27158295 
  0.02231409   0.03800000  49.31581849 
  0.02233410   0.03792000  49.36005403 
  0.02235412   0.03784000  49.40428956 
  0.02237413   0.03784000  49.44852510 
  0.02239415   0.03776000  49.49276064 
  0.02241416   0.03768000  49.53699617 
  0.02243418   0.03768000  49.58123171 
  0.02245420   0.03760000  49.62546725 
  0.02247421   0.03752000  49.66970279 
  0.02249423   0.03744000  49.71393832 
  0.02251424   0.03744000  49.75817386 
  0.02253426   0.03736000  49.80240940 
  0.02255427   0.03728000  49.84664493 
  0.02257429   0.03728000  49.89088047 
  0.02259430   0.03720000  49.93511601 
  0.02261432   0.03712000  49.97935155 
  0.02263433   0.03704000  50.02358708 
  0.02265435   0.03704000  50.06782262 
  0.02267436   0.03696000  50.11205816 
  0.02269438   0.03688000  50.15629370 
  0.02271440   0.03688000  50.20052923 
  0.02273441   0.03680000  50.24476477 
  0.02275443   0.03672000  50.28900031 
  0.02277444   0.03672000  50.33323584 
  0.02279446   0.03664000  50.37747138 
  0.02281447   0.03656000  50.42170692 
  0.02283449   0.03656000  50.46594246 
  0.02285450   0.03648000  50.51017799 
  0.02287452   0.03640000  50.55441353 
  0.02289453   0.03632000  50.59864907 
  0.02291455   0.03632000  50.64288460 
  0.02293457   0.03624000  50.68712014 
  0.02295458   0.03616000  50.73135568 
  0.02297460   0.03616000  50.77559122 
  0.02299461   0.03608000  50.81982675 
  0.02301463   0.03600000  50.86406229 
  0.02303464   0.03600000  50.90829783 
  0.02305466   0.03592000  50.95253336 
  0.02307467   0.03584000  50.99676890 
  0.02309469   0.03584000  51.04100444 
  0.02311470   0.03576000  51.08523998 
  0.02313472   0.03568000  51.12947551 
  0.02315473   0.03568000  51.17371105 
  0.02317475   0.03560000  51.21794659 
  0.02319477   0.03560000  51.26218212 
  0.02321478   0.03552000  51.30641766 
  0.02323480   0.03544000  51.35065320 
  0.02325481   0.03544000  51.39488874 
  0.02327483   0.03536000  51.43912427 
  0.02329484   0.03528000  51.48335981 
  0.02331486   0.03528000  51.52759535 
  0.02333487   0.03520000  51.57183088 
  0.02335489   0.03512000  51.61606642 
  0.02337490   0.03512000  51.66030196 
  0.02339492   0.03504000  51.70453750 
  0.02341493   0.03496000  51.74877303 
  0.02343495   0.03496000  51.79300857 
  0.02345497   0.03488000  51.83724411 
  0.02347498   0.03488000  51.88147965 
  0.02349500   0.03480000  51.92571518 
  0.02351501   0.03472000  51.96995072 
  0.02353503   0.03472000  52.01418626 
  0.02355504   0.03464000  52.05842179 
  0.02357506   0.03456000  52.10265733 
  0.02359507   0.03456000  52.14689287 
  0.02361509   0.03448000  52.19112841 
  0.02363510   0.03448000  52.23536394 
  0.02365512   0.03440000  52.27959948 
  0.02367513   0.03432000  52.32383502 
  0.02369515   0.03432000  52.36807055 
  0.02371517   0.03424000  52.41230609 
  0.02373518   0.03424000  52.45654163 
  0.02375520   0.03416000  52.50077717 
  0.02377521   0.03408000  52.54501270 
  0.02379523   0.03408000  52.58924824 
  0.02381524   0.03400000  52.63348378 
  0.02383526   0.03400000  52.67771931 
  0.02385527   0.03392000  52.72195485 
  0.02387529   0.03384000  52.76619039 
  0.02389530   0.03384000  52.81042593 
  0.02391532   0.03376000  52.85466146 
  0.02393533   0.03376000  52.89889700 
  0.02395535   0.03368000  52.94313254 
  0.02397537   0.03360000  52.98736807 
  0.02399538   0.03360000  53.03160361 
  0.02401540   0.03352000  53.07583915 
  0.02403541   0.03352000  53.12007469 
  0.02405543   0.03344000  53.16431022 
  0.02407544   0.03336000  53.20854576 
  0.02409546   0.03336000  53.25278130 
  0.02411547   0.03328000  53.29701683 
  0.02413549   0.03328000  53.34125237 
  0.02415550   0.03320000  53.38548791 
  0.02417552   0.03320000  53.42972345 
  0.02419554   0.03312000  53.47395898 
  0.02421555   0.03304000  53.51819452 
  0.02423557   0.03304000  53.56243006 
  0.02425558   0.03296000  53.60666560 
  0.02427560   0.03296000  53.65090113 
  0.02429561   0.03288000  53.69513667 
  0.02431563   0.03288000  53.73937221 
  0.02433564   0.03280000  53.78360774 
  0.02435566   0.03272000  53.82784328 
  0.02437567   0.03272000  53.87207882 
  0.02439569   0.03264000  53.91631436 
  0.02441570   0.03264000  53.96054989 
  0.02443572   0.03256000  54.00478543 
  0.02445574   0.03256000  54.04902097 
  0.02447575   0.03248000  54.09325650 
  0.02449577   0.03248000  54.13749204 
  0.02451578   0.03240000  54.18172758 
  0.02453580   0.03232000  54.22596312 
  0.02455581   0.03232000  54.27019865 
  0.02457583   0.03224000  54.31443419 
  0.02459584   0.03224000  54.35866973 
  0.02461586   0.03216000  54.40290526 
  0.02463587   0.03216000  54.44714080 
  0.02465589   0.03208000  54.49137634 
  0.02467590   0.03208000  54.53561188 
  0.02469592   0.03200000  54.57984741 
  0.02471594   0.03200000  54.62408295 
  0.02473595   0.03192000  54.66831849 
  0.02475597   0.03184000  54.71255402 
  0.02477598   0.03184000  54.75678956 
  0.02479600   0.03176000  54.80102510 
  0.02481601   0.03176000  54.84526064 
  0.02483603   0.03168000  54.88949617 
  0.02485604   0.03168000  54.93373171 
  0.02487606   0.03160000  54.97796725 
  0.02489607   0.03160000  55.02220278 
  0.02491609   0.03152000  55.06643832 
  0.02493610   0.03152000  55.11067386 
  0.02495612   0.03144000  55.15490940 
  0.02497614   0.03144000  55.19914493 
  0.02499615   0.03136000  55.24338047 
  0.02501617   0.03136000  55.28761601 
  0.02503618   0.03128000  55.33185155 
  0.02505620   0.03128000  55.37608708 
  0.02507621   0.03120000  55.42032262 
  0.02509623   0.03112000  55.46455816 
  0.02511624   0.03112000  55.50879369 
  0.02513626   0.03104000  55.55302923 
  0.02515627   0.03104000  55.59726477 
  0.02517629   0.03096000  55.64150031 
  0.02519630   0.03096000  55.68573584 
  0.02521632   0.03088000  55.72997138 
  0.02523634   0.03088000  55.77420692 
  0.02525635   0.03080000  55.81844245 
  0.02527637   0.03080000  55.86267799 
  0.02529638   0.03072000  55.90691353 
  0.02531640   0.03072000  55.95114907 
  0.02533641   0.03064000  55.99538460 
  0.02535643   0.03064000  56.03962014 
  0.02537644   0.03056000  56.08385568 
  0.02539646   0.03056000  56.12809121 
  0.02541647   0.03048000  56.17232675 
  0.02543649   0.03048000  56.21656229 
  0.02545651   0.03040000  56.26079783 
  0.02547652   0.03040000  56.30503336 
  0.02549654   0.03032000  56.34926890 
  0.02551655   0.03032000  56.39350444 
  0.02553657   0.03024000  56.43773997 
  0.02555658   0.03024000  56.48197551 
  0.02557660   0.03016000  56.52621105 
  0.02559661   0.03016000  56.57044659 
  0.02561663   0.03008000  56.61468212 
  0.02563664   0.03008000  56.65891766 
  0.02565666   0.03008000  56.70315320 
  0.02567667   0.03000000  56.74738873 
  0.02569669   0.03000000  56.79162427 
  0.02571671   0.02992000  56.83585981 
  0.02573672   0.02992000  56.88009535 
  0.02575674   0.02984000  56.92433088 
  0.02577675   0.02984000  56.96856642 
  0.02579677   0.02976000  57.01280196 
  0.02581678   0.02976000  57.05703750 
  0.02583680   0.02968000  57.10127303 
  0.02585681   0.02968000  57.14550857 
  0.02587683   0.02960000  57.18974411 
  0.02589684   0.02960000  57.23397964 
  0.02591686   0.02952000  57.27821518 
  0.02593687   0.02952000  57.32245072 
  0.02595689   0.02944000  57.36668626 
  0.02597691   0.02944000  57.41092179 
  0.02599692   0.02936000  57.45515733 
  0.02601694   0.02936000  57.49939287 
  0.02603695   0.02936000  57.54362840 
  0.02605697   0.02928000  57.58786394 
  0.02607698   0.02928000  57.63209948 
  0.02609700   0.02920000  57.67633502 
  0.02611701   0.02920000  57.72057055 
  0.02613703   0.02912000  57.76480609 
  0.02615704   0.02912000  57.80904163 
  0.02617706   0.02904000  57.85327716 
  0.02619707   0.02904000  57.89751270 
  0.02621709   0.02896000  57.94174824 
  0.02623711   0.02896000  57.98598378 
  0.02625712   0.02888000  58.03021931 
  0.02627714   0.02888000  58.07445485 
  0.02629715   0.02888000  58.11869039 
  0.02631717   0.02880000  58.16292592 
  0.02633718   0.02880000  58.20716146 
  0.02635720   0.02872000  58.25139700 
  0.02637721   0.02872000  58.29563254 
  0.02639723   0.02864000  58.33986807 
  0.02641724   0.02864000  58.38410361 
  0.02643726   0.02856000  58.42833915 
  0.02645727   0.02856000  58.47257468 
  0.02647729   0.02856000  58.51681022 
  0.02649731   0.02848000  58.56104576 
  0.02651732   0.02848000  58.60528130 
  0.02653734   0.02840000  58.64951683 
  0.02655735   0.02840000  58.69375237 
  0.02657737   0.02832000  58.73798791 
  0.02659738   0.02832000  58.78222345 
  0.02661740   0.02824000  58.82645898 
  0.02663741   0.02824000  58.87069452 
  0.02665743   0.02824000  58.91493006 
  0.02667744   0.02816000  58.95916559 
  0.02669746   0.02816000  59.00340113 
  0.02671747   0.02808000  59.04763667 
  0.02673749   0.02808000  59.09187221 
  0.02675751   0.02800000  59.13610774 
  0.02677752   0.02800000  59.18034328 
  0.02679754   0.02800000  59.22457882 
  0.02681755   0.02792000  59.26881435 
  0.02683757   0.02792000  59.31304989 
  0.02685758   0.02784000  59.35728543 
  0.02687760   0.02784000  59.40152097 
  0.02689761   0.02776000  59.44575650 
  0.02691763   0.02776000  59.48999204 
  0.02693764   0.02776000  59.53422758 
  0.02695766   0.02768000  59.57846311 
  0.02697768   0.02768000  59.62269865 
  0.02699769   0.02760000  59.66693419 
  0.02701771   0.02760000  59.71116973 
  0.02703772   0.02760000  59.75540526 
  0.02705774   0.02752000  59.79964080 
  0.02707775   0.02752000  59.84387634 
  0.02709777   0.02744000  59.88811187 
  0.02711778   0.02744000  59.93234741 
  0.02713780   0.02736000  59.97658295 
  0.02715781   0.02736000  60.02081849 
  0.02717783   0.02736000  60.06505402 
  0.02719784   0.02728000  60.10928956 
  0.02721786   0.02728000  60.15352510 
  0.02723788   0.02720000  60.19776063 
  0.02725789   0.02720000  60.24199617 
  0.02727791   0.02720000  60.28623171 
  0.02729792   0.02712000  60.33046725 
  0.02731794   0.02712000  60.37470278 
  0.02733795   0.02704000  60.41893832 
  0.02735797   0.02704000  60.46317386 
  0.02737798   0.02704000  60.50740940 
  0.02739800   0.02696000  60.55164493 
  0.02741801   0.02696000  60.59588047 
  0.02743803   0.02688000  60.64011601 
  0.02745804   0.02688000  60.68435154 
  0.02747806   0.02688000  60.72858708 
  0.02749808   0.02680000  60.77282262 
  0.02751809   0.02680000  60.81705816 
  0.02753811   0.02672000  60.86129369 
  0.02755812   0.02672000  60.90552923 
  0.02757814   0.02672000  60.94976477 
  0.02759815   0.02664000  60.99400030 
  0.02761817   0.02664000  61.03823584 
  0.02763818   0.02656000  61.08247138 
  0.02765820   0.02656000  61.12670692 
  0.02767821   0.02656000  61.17094245 
  0.02769823   0.02648000  61.21517799 
  0.02771824   0.02648000  61.25941353 
  0.02773826   0.02648000  61.30364906 
  0.02775828   0.02640000  61.34788460 
  0.02777829   0.02640000  61.39212014 
  0.02779831   0.02632000  61.43635568 
  0.02781832   0.02632000  61.48059121 
  0.02783834   0.02632000  61.52482675 
  0.02785835   0.02624000  61.56906229 
  0.02787837   0.02624000  61.61329782 
  0.02789838   0.02616000  61.65753336 
  0.02791840   0.02616000  61.70176890 
  0.02793841   0.02616000  61.74600444 
  0.02795843   0.02608000  61.79023997 
  0.02797844   0.02608000  61.83447551 
  0.02799846   0.02608000  61.87871105 
  0.02801848   0.02600000  61.92294658 
  0.02803849   0.02600000  61.96718212 
  0.02805851   0.02592000  62.01141766 
  0.02807852   0.02592000  62.05565320 
  0.02809854   0.02592000  62.09988873 
  0.02811855   0.02584000  62.14412427 
  0.02813857   0.02584000  62.18835981 
  0.02815858   0.02584000  62.23259535 
  0.02817860   0.02576000  62.27683088 
  0.02819861   0.02576000  62.32106642 
  0.02821863   0.02568000  62.36530196 
  0.02823865   0.02568000  62.40953749 
  0.02825866   0.02568000  62.45377303 
  0.02827868   0.02560000  62.49800857 
  0.02829869   0.02560000  62.54224411 
  0.02831871   0.02560000  62.58647964 
  0.02833872   0.02552000  62.63071518 
  0.02835874   0.02552000  62.67495072 
  0.02837875   0.02552000  62.71918625 
  0.02839877   0.02544000  62.76342179 
  0.02841878   0.02544000  62.80765733 
  0.02843880   0.02536000  62.85189287 
  0.02845881   0.02536000  62.89612840 
  0.02847883   0.02536000  62.94036394 
  0.02849885   0.02528000  62.98459948 
  0.02851886   0.02528000  63.02883501 
  0.02853888   0.02528000  63.07307055 
  0.02855889   0.02520000  63.11730609 
  0.02857891   0.02520000  63.16154163 
  0.02859892   0.02520000  63.20577716 
  0.02861894   0.02512000  63.25001270 
  0.02863895   0.02512000  63.29424824 
  0.02865897   0.02504000  63.33848377 
  0.02867898   0.02504000  63.38271931 
  0.02869900   0.02504000  63.42695485 
  0.02871901   0.02496000  63.47119039 
  0.02873903   0.02496000  63.51542592 
  0.02875905   0.02496000  63.55966146 
  0.02877906   0.02488000  63.60389700 
  0.02879908   0.02488000  63.64813254 
  0.02881909   0.02488000  63.69236807 
  0.02883911   0.02480000  63.73660361 
  0.02885912   0.02480000  63.78083915 
  0.02887914   0.02480000  63.82507468 
  0.02889915   0.02472000  63.86931022 
  0.02891917   0.02472000  63.91354576 
  0.02893918   0.02472000  63.95778130 
  0.02895920   0.02464000  64.00201683 
  0.02897921   0.02464000  64.04625237 
  0.02899923   0.02464000  64.09048791 
  0.02901925   0.02456000  64.13472344 
  0.02903926   0.02456000  64.17895898 
  0.02905928   0.02456000  64.22319452 
  0.02907929   0.02448000  64.26743006 
  0.02909931   0.02448000  64.31166559 
  0.02911932   0.02448000  64.35590113 
  0.02913934   0.02440000  64.40013667 
  0.02915935   0.02440000  64.44437220 
  0.02917937   0.02440000  64.48860774 
  0.02919938   0.02432000  64.53284328 
  0.02921940   0.02432000  64.57707882 
  0.02923941   0.02432000  64.62131435 
  0.02925943   0.02424000  64.66554989 
  0.02927945   0.02424000  64.70978543 
  0.02929946   0.02424000  64.75402096 
  0.02931948   0.02416000  64.79825650 
  0.02933949   0.02416000  64.84249204 
  0.02935951   0.02416000  64.88672758 
  0.02937952   0.02408000  64.93096311 
  0.02939954   0.02408000  64.97519865 
  0.02941955   0.02408000  65.01943419 
  0.02943957   0.02400000  65.06366972 
  0.02945958   0.02400000  65.10790526 
  0.02947960   0.02400000  65.15214080 
  0.02949962   0.02392000  65.19637634 
  0.02951963   0.02392000  65.24061187 
  0.02953965   0.02392000  65.28484741 
  0.02955966   0.02384000  65.32908295 
  0.02957968   0.02384000  65.37331849 
  0.02959969   0.02384000  65.41755402 
  0.02961971   0.02376000  65.46178956 
  0.02963972   0.02376000  65.50602510 
  0.02965974   0.02376000  65.55026063 
  0.02967975   0.02368000  65.59449617 
  0.02969977   0.02368000  65.63873171 
  0.02971978   0.02368000  65.68296725 
  0.02973980   0.02360000  65.72720278 
  0.02975982   0.02360000  65.77143832 
  0.02977983   0.02360000  65.81567386 
  0.02979985   0.02352000  65.85990939 
  0.02981986   0.02352000  65.90414493 
  0.02983988   0.02352000  65.94838047 
  0.02985989   0.02344000  65.99261601 
  0.02987991   0.02344000  66.03685154 
  0.02989992   0.02344000  66.08108708 
  0.02991994   0.02336000  66.12532262 
  0.02993995   0.02336000  66.16955815 
  0.02995997   0.02336000  66.21379369 
  0.02997998   0.02336000  66.25802923 
  0.03000000   0.02328000  66.30226477 
